teacher_id,course_id,course_name
T038,23CSE205,Digital Electronics
T036,23CSE205,Digital Electronics
T021,23CSE205,Digital Electronics
T012,23CSE205,Digital Electronics
T029,23CSE205,Digital Electronics
T006,23CSE201,Procedural Programming using C
T007,23CSE201,Procedural Programming using C
T016,23CSE201,Procedural Programming using C
T019,23CSE201,Procedural Programming using C
T021,23CSE201,Procedural Programming using C
T033,23CSE201,Procedural Programming using C
T009,23CSE202,Database Management Systems
T007,23CSE202,Database Management Systems
T013,23CSE202,Database Management Systems
T037,23CSE202,Database Management Systems
T008,23CSE202,Database Management Systems
T040,23CSE202,Database Management Systems
T036,23CSE203,Data Structures and Algorithms
T040,23CSE203,Data Structures and Algorithms
T011,23CSE203,Data Structures and Algorithms
T001,23CSE203,Data Structures and Algorithms
T015,23CSE203,Data Structures and Algorithms
T028,23CSE203,Data Structures and Algorithms
T021,23CSE285,Digital Electronics Laboratory
T003,23CSE285,Digital Electronics Laboratory
T032,23CSE285,Digital Electronics Laboratory
T037,23CSE285,Digital Electronics Laboratory
T025,23CSE285,Digital Electronics Laboratory
T034,23CSE285,Digital Electronics Laboratory
T042,23LSE201,Life Skills for Engineers I
T002,23LSE201,Life Skills for Engineers I
T025,23LSE201,Life Skills for Engineers I
T019,23LSE201,Life Skills for Engineers I
T004,23LSE201,Life Skills for Engineers I
T011,23LSE201,Life Skills for Engineers I
T031,23CSE301,Machine Learning
T007,23CSE301,Machine Learning
T017,23CSE301,Machine Learning
T002,23CSE301,Machine Learning
T009,23CSE301,Machine Learning
T043,23CSE301,Machine Learning
T032,23CSE302,Computer Networks
T003,23CSE302,Computer Networks
T039,23CSE302,Computer Networks
T020,23CSE302,Computer Networks
T002,23CSE302,Computer Networks
T041,23CSE302,Computer Networks
T029,23CSE303,Theory of Computation
T004,23CSE303,Theory of Computation
T041,23CSE303,Theory of Computation
T012,23CSE303,Theory of Computation
T021,23CSE303,Theory of Computation
T008,23CSE303,Theory of Computation
T017,23CSE304,Embedded Systems
T018,23CSE304,Embedded Systems
T021,23CSE304,Embedded Systems
T009,23CSE304,Embedded Systems
T043,23CSE304,Embedded Systems
T030,23CSE304,Embedded Systems
T021,23LSE301,Life Skills for Engineers III
T043,23LSE301,Life Skills for Engineers III
T040,23LSE301,Life Skills for Engineers III
T037,23LSE301,Life Skills for Engineers III
T016,23LSE301,Life Skills for Engineers III
T027,23LSE301,Life Skills for Engineers III
T015,23ENV300,Environmental Science
T013,23ENV300,Environmental Science
T040,23ENV300,Environmental Science
T009,23ENV300,Environmental Science
T037,23ENV300,Environmental Science
T012,23ENV300,Environmental Science
T006,23CSE401,Fundamentals of Artificial Intelligence
T013,23CSE401,Fundamentals of Artificial Intelligence
T020,23CSE401,Fundamentals of Artificial Intelligence
T009,23CSE401,Fundamentals of Artificial Intelligence
T024,23CSE401,Fundamentals of Artificial Intelligence
T011,23CSE401,Fundamentals of Artificial Intelligence
T002,23CSE498,Project Phase II
T021,23CSE498,Project Phase II
T003,23CSE498,Project Phase II
T009,23CSE498,Project Phase II
T017,23CSE498,Project Phase II
T001,23CSE498,Project Phase II
T013,23LAW300,Indian Constitution
T017,23LAW300,Indian Constitution
T006,23LAW300,Indian Constitution
T002,23LAW300,Indian Constitution
T033,23LAW300,Indian Constitution
T027,23LAW300,Indian Constitution
T030,23CSE451,Graph Mining
T006,23CSE451,Graph Mining
T035,23CSE451,Graph Mining
T033,23CSE451,Graph Mining
T007,23CSE451,Graph Mining
T019,23CSE451,Graph Mining
T016,23CSE452,Business Analytics
T031,23CSE452,Business Analytics
T039,23CSE452,Business Analytics
T003,23CSE452,Business Analytics
T040,23CSE452,Business Analytics
T041,23CSE452,Business Analytics
T038,23CSE453,Competitive Programming
T019,23CSE453,Competitive Programming
T036,23CSE453,Competitive Programming
T028,23CSE453,Competitive Programming
T007,23CSE453,Competitive Programming
T032,23CSE453,Competitive Programming
T022,23CSE454,Concurrent Programming
T038,23CSE454,Concurrent Programming
T004,23CSE454,Concurrent Programming
T039,23CSE454,Concurrent Programming
T030,23CSE454,Concurrent Programming
T021,23CSE454,Concurrent Programming
T024,23CSE455,Design Patterns
T008,23CSE455,Design Patterns
T043,23CSE455,Design Patterns
T042,23CSE455,Design Patterns
T036,23CSE455,Design Patterns
T001,23CSE455,Design Patterns
T028,23CSE456,Domain Specific Languages
T029,23CSE456,Domain Specific Languages
T023,23CSE456,Domain Specific Languages
T003,23CSE456,Domain Specific Languages
T004,23CSE456,Domain Specific Languages
T032,23CSE456,Domain Specific Languages
T029,23CSE457,Elements of Computing
T011,23CSE457,Elements of Computing
T008,23CSE457,Elements of Computing
T034,23CSE457,Elements of Computing
T041,23CSE457,Elements of Computing
T014,23CSE457,Elements of Computing
T020,23CSE458,Embedded Programming
T033,23CSE458,Embedded Programming
T026,23CSE458,Embedded Programming
T007,23CSE458,Embedded Programming
T027,23CSE458,Embedded Programming
T029,23CSE458,Embedded Programming
T009,23CSE459,Fault Tolerant Computing Systems
T020,23CSE459,Fault Tolerant Computing Systems
T037,23CSE459,Fault Tolerant Computing Systems
T004,23CSE459,Fault Tolerant Computing Systems
T006,23CSE459,Fault Tolerant Computing Systems
T015,23CSE459,Fault Tolerant Computing Systems
T010,23CSE460,Features in Modern Programming Languages
T001,23CSE460,Features in Modern Programming Languages
T035,23CSE460,Features in Modern Programming Languages
T033,23CSE460,Features in Modern Programming Languages
T032,23CSE460,Features in Modern Programming Languages
T012,23CSE460,Features in Modern Programming Languages
T037,23CSE461,Full Stack Frameworks
T031,23CSE461,Full Stack Frameworks
T015,23CSE461,Full Stack Frameworks
T009,23CSE461,Full Stack Frameworks
T019,23CSE461,Full Stack Frameworks
T008,23CSE461,Full Stack Frameworks
T027,23CSE462,Multimedia Communication Systems
T009,23CSE462,Multimedia Communication Systems
T010,23CSE462,Multimedia Communication Systems
T014,23CSE462,Multimedia Communication Systems
T028,23CSE462,Multimedia Communication Systems
T013,23CSE462,Multimedia Communication Systems
T017,23CSE463,Quantum Computing
T001,23CSE463,Quantum Computing
T031,23CSE463,Quantum Computing
T040,23CSE463,Quantum Computing
T029,23CSE463,Quantum Computing
T014,23CSE463,Quantum Computing
T035,23CSE464,Formal Verification
T025,23CSE464,Formal Verification
T030,23CSE464,Formal Verification
T004,23CSE464,Formal Verification
T032,23CSE464,Formal Verification
T009,23CSE464,Formal Verification
T016,23CSE465,Mobile Application Development
T032,23CSE465,Mobile Application Development
T020,23CSE465,Mobile Application Development
T010,23CSE465,Mobile Application Development
T039,23CSE465,Mobile Application Development
T027,23CSE465,Mobile Application Development
T023,23CSE466,Parallel Programming
T038,23CSE466,Parallel Programming
T042,23CSE466,Parallel Programming
T041,23CSE466,Parallel Programming
T008,23CSE466,Parallel Programming
T037,23CSE466,Parallel Programming
T018,23CSE331,Cryptography
T022,23CSE331,Cryptography
T003,23CSE331,Cryptography
T025,23CSE331,Cryptography
T002,23CSE331,Cryptography
T040,23CSE331,Cryptography
T037,23CSE332,Information Security
T007,23CSE332,Information Security
T014,23CSE332,Information Security
T011,23CSE332,Information Security
T003,23CSE332,Information Security
T004,23CSE332,Information Security
T026,23CSE333,Secure Coding
T011,23CSE333,Secure Coding
T006,23CSE333,Secure Coding
T017,23CSE333,Secure Coding
T030,23CSE333,Secure Coding
T003,23CSE333,Secure Coding
T034,23CSE334,Cyber Forensics and Malware
T006,23CSE334,Cyber Forensics and Malware
T005,23CSE334,Cyber Forensics and Malware
T027,23CSE334,Cyber Forensics and Malware
T002,23CSE334,Cyber Forensics and Malware
T020,23CSE334,Cyber Forensics and Malware
T013,23CSE335,Blockchain and its Applications
T020,23CSE335,Blockchain and its Applications
T004,23CSE335,Blockchain and its Applications
T006,23CSE335,Blockchain and its Applications
T016,23CSE335,Blockchain and its Applications
T025,23CSE335,Blockchain and its Applications
T043,23CSE336,Secure Networks
T008,23CSE336,Secure Networks
T011,23CSE336,Secure Networks
T031,23CSE336,Secure Networks
T012,23CSE336,Secure Networks
T014,23CSE336,Secure Networks
T037,23CSE341,Wireless Sensor Networks
T017,23CSE341,Wireless Sensor Networks
T028,23CSE341,Wireless Sensor Networks
T038,23CSE341,Wireless Sensor Networks
T013,23CSE341,Wireless Sensor Networks
T023,23CSE341,Wireless Sensor Networks
T039,23CSE342,Advanced Computer Networks
T013,23CSE342,Advanced Computer Networks
T022,23CSE342,Advanced Computer Networks
T006,23CSE342,Advanced Computer Networks
T018,23CSE342,Advanced Computer Networks
T002,23CSE342,Advanced Computer Networks
T013,23CSE343,Wireless and Mobile Networks
T014,23CSE343,Wireless and Mobile Networks
T042,23CSE343,Wireless and Mobile Networks
T007,23CSE343,Wireless and Mobile Networks
T026,23CSE343,Wireless and Mobile Networks
T009,23CSE343,Wireless and Mobile Networks
T007,23CSE344,Modern Cellular Wireless Networks
T006,23CSE344,Modern Cellular Wireless Networks
T032,23CSE344,Modern Cellular Wireless Networks
T021,23CSE344,Modern Cellular Wireless Networks
T010,23CSE344,Modern Cellular Wireless Networks
T013,23CSE344,Modern Cellular Wireless Networks
T016,23CSE345,Software Defined Networks
T013,23CSE345,Software Defined Networks
T003,23CSE345,Software Defined Networks
T031,23CSE345,Software Defined Networks
T001,23CSE345,Software Defined Networks
T024,23CSE345,Software Defined Networks
T005,23CSE351,Foundations of Data Science
T014,23CSE351,Foundations of Data Science
T040,23CSE351,Foundations of Data Science
T043,23CSE351,Foundations of Data Science
T038,23CSE351,Foundations of Data Science
T020,23CSE351,Foundations of Data Science
T040,23CSE352,Big Data Analytics
T018,23CSE352,Big Data Analytics
T037,23CSE352,Big Data Analytics
T027,23CSE352,Big Data Analytics
T006,23CSE352,Big Data Analytics
T023,23CSE352,Big Data Analytics
T023,23CSE353,Data Visualization
T018,23CSE353,Data Visualization
T043,23CSE353,Data Visualization
T040,23CSE353,Data Visualization
T026,23CSE353,Data Visualization
T004,23CSE353,Data Visualization
T031,23CSE354,DBMS for Data Science
T023,23CSE354,DBMS for Data Science
T043,23CSE354,DBMS for Data Science
T040,23CSE354,DBMS for Data Science
T037,23CSE354,DBMS for Data Science
T024,23CSE354,DBMS for Data Science
T028,23CSE355,Mining of Massive Datasets
T025,23CSE355,Mining of Massive Datasets
T022,23CSE355,Mining of Massive Datasets
T001,23CSE355,Mining of Massive Datasets
T027,23CSE355,Mining of Massive Datasets
T030,23CSE355,Mining of Massive Datasets
T037,23CSE356,Social Network Analytics
T018,23CSE356,Social Network Analytics
T043,23CSE356,Social Network Analytics
T001,23CSE356,Social Network Analytics
T013,23CSE356,Social Network Analytics
T011,23CSE356,Social Network Analytics
T035,23CSE357,Time Series Analysis and Forecasting
T039,23CSE357,Time Series Analysis and Forecasting
T020,23CSE357,Time Series Analysis and Forecasting
T021,23CSE357,Time Series Analysis and Forecasting
T022,23CSE357,Time Series Analysis and Forecasting
T025,23CSE357,Time Series Analysis and Forecasting
T030,23CSE361,Real Time OS for Cyber Physical Systems
T009,23CSE361,Real Time OS for Cyber Physical Systems
T043,23CSE361,Real Time OS for Cyber Physical Systems
T033,23CSE361,Real Time OS for Cyber Physical Systems
T035,23CSE361,Real Time OS for Cyber Physical Systems
T032,23CSE361,Real Time OS for Cyber Physical Systems
T008,23CSE362,Edge Computing
T010,23CSE362,Edge Computing
T043,23CSE362,Edge Computing
T034,23CSE362,Edge Computing
T028,23CSE362,Edge Computing
T005,23CSE362,Edge Computing
T027,23CSE363,Cloud Computing
T012,23CSE363,Cloud Computing
T029,23CSE363,Cloud Computing
T001,23CSE363,Cloud Computing
T037,23CSE363,Cloud Computing
T006,23CSE363,Cloud Computing
T017,23CSE364,Cyber Physical Systems
T009,23CSE364,Cyber Physical Systems
T003,23CSE364,Cyber Physical Systems
T019,23CSE364,Cyber Physical Systems
T025,23CSE364,Cyber Physical Systems
T013,23CSE364,Cyber Physical Systems
T003,23CSE365,Internet of Things
T008,23CSE365,Internet of Things
T037,23CSE365,Internet of Things
T013,23CSE365,Internet of Things
T012,23CSE365,Internet of Things
T001,23CSE365,Internet of Things
T014,23CSE371,Digital Image Processing
T033,23CSE371,Digital Image Processing
T028,23CSE371,Digital Image Processing
T013,23CSE371,Digital Image Processing
T032,23CSE371,Digital Image Processing
T003,23CSE371,Digital Image Processing
T036,23CSE372,Computer Graphics and Animation
T038,23CSE372,Computer Graphics and Animation
T005,23CSE372,Computer Graphics and Animation
T034,23CSE372,Computer Graphics and Animation
T008,23CSE372,Computer Graphics and Animation
T035,23CSE372,Computer Graphics and Animation
T039,23CSE373,Computer Vision
T027,23CSE373,Computer Vision
T001,23CSE373,Computer Vision
T006,23CSE373,Computer Vision
T017,23CSE373,Computer Vision
T040,23CSE373,Computer Vision
T016,23CSE374,Video Analysis
T025,23CSE374,Video Analysis
T035,23CSE374,Video Analysis
T007,23CSE374,Video Analysis
T022,23CSE374,Video Analysis
T015,23CSE374,Video Analysis
T013,23CSE375,Augmented and Virtual Reality
T023,23CSE375,Augmented and Virtual Reality
T039,23CSE375,Augmented and Virtual Reality
T012,23CSE375,Augmented and Virtual Reality
T005,23CSE375,Augmented and Virtual Reality
T011,23CSE375,Augmented and Virtual Reality
T007,23CSE470,Semantic Web
T020,23CSE470,Semantic Web
T023,23CSE470,Semantic Web
T006,23CSE470,Semantic Web
T039,23CSE470,Semantic Web
T028,23CSE470,Semantic Web
T014,23CSE471,Natural Language Processing
T039,23CSE471,Natural Language Processing
T011,23CSE471,Natural Language Processing
T023,23CSE471,Natural Language Processing
T007,23CSE471,Natural Language Processing
T034,23CSE471,Natural Language Processing
T034,23CSE472,Artificial Intelligence and Robotics
T006,23CSE472,Artificial Intelligence and Robotics
T040,23CSE472,Artificial Intelligence and Robotics
T022,23CSE472,Artificial Intelligence and Robotics
T038,23CSE472,Artificial Intelligence and Robotics
T028,23CSE472,Artificial Intelligence and Robotics
T008,23CSE473,Neural Networks and Deep Learning
T013,23CSE473,Neural Networks and Deep Learning
T040,23CSE473,Neural Networks and Deep Learning
T036,23CSE473,Neural Networks and Deep Learning
T004,23CSE473,Neural Networks and Deep Learning
T025,23CSE473,Neural Networks and Deep Learning
T010,23CSE474,Computational Intelligence
T036,23CSE474,Computational Intelligence
T016,23CSE474,Computational Intelligence
T013,23CSE474,Computational Intelligence
T042,23CSE474,Computational Intelligence
T034,23CSE474,Computational Intelligence
T025,23CSE475,Generative AI
T036,23CSE475,Generative AI
T022,23CSE475,Generative AI
T003,23CSE475,Generative AI
T007,23CSE475,Generative AI
T008,23CSE475,Generative AI
T037,23CSE476,Conversational AI
T027,23CSE476,Conversational AI
T034,23CSE476,Conversational AI
T024,23CSE476,Conversational AI
T025,23CSE476,Conversational AI
T007,23CSE476,Conversational AI
T022,23CSE477,Reinforcement Learning
T020,23CSE477,Reinforcement Learning
T004,23CSE477,Reinforcement Learning
T034,23CSE477,Reinforcement Learning
T009,23CSE477,Reinforcement Learning
T006,23CSE477,Reinforcement Learning
T038,23CSE478,Drones and Robotics
T027,23CSE478,Drones and Robotics
T025,23CSE478,Drones and Robotics
T041,23CSE478,Drones and Robotics
T010,23CSE478,Drones and Robotics
T028,23CSE478,Drones and Robotics
T035,23CSE479,Machine Learning with Graphs
T020,23CSE479,Machine Learning with Graphs
T012,23CSE479,Machine Learning with Graphs
T038,23CSE479,Machine Learning with Graphs
T003,23CSE479,Machine Learning with Graphs
T014,23CSE479,Machine Learning with Graphs
T042,23CSE480,AI for Industrial Decision Making
T025,23CSE480,AI for Industrial Decision Making
T028,23CSE480,AI for Industrial Decision Making
T011,23CSE480,AI for Industrial Decision Making
T018,23CSE480,AI for Industrial Decision Making
T020,23CSE480,AI for Industrial Decision Making
